district_no,district_name,district_name_french,party_affiliation,party_affiliation_french,last_name,first_name,middle_initial,votes_for
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Liberal Party of Canada,Parti libéral du Canada,Powrie,Steve,,
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,New Democratic Party,Nouveau Parti démocratique,Sundhu,Bill,,
59014,Kelowna--Lake Country,Kelowna--Lake Country,New Democratic Party,Nouveau Parti démocratique,Bowman,Norah Mary,,
59014,Kelowna--Lake Country,Kelowna--Lake Country,Conservative Party of Canada,Parti conservateur du Canada,Cannan,Ron,,
59014,Kelowna--Lake Country,Kelowna--Lake Country,Liberal Party of Canada,Parti libéral du Canada,Fuhr,Stephen,,
59015,Kootenay--Columbia,Kootenay--Columbia,Green Party of Canada,Le Parti Vert du Canada,Green,Bill,,
59015,Kootenay--Columbia,Kootenay--Columbia,Liberal Party of Canada,Parti libéral du Canada,Johnston,Don,,
59015,Kootenay--Columbia,Kootenay--Columbia,New Democratic Party,Nouveau Parti démocratique,Stetski,Wayne,,
59015,Kootenay--Columbia,Kootenay--Columbia,Conservative Party of Canada,Parti conservateur du Canada,Wilks,David,,
59016,Langley--Aldergrove,Langley--Aldergrove,Green Party of Canada,Le Parti Vert du Canada,Dhillon,Simmi Saminder Kaur,,
59016,Langley--Aldergrove,Langley--Aldergrove,Liberal Party of Canada,Parti libéral du Canada,Jensen,Leon,,
59016,Langley--Aldergrove,Langley--Aldergrove,New Democratic Party,Nouveau Parti démocratique,Sangster,Margot,,
59016,Langley--Aldergrove,Langley--Aldergrove,Libertarian Party of Canada,Parti Libertarien du Canada,Southern,Lauren,,
59016,Langley--Aldergrove,Langley--Aldergrove,Conservative Party of Canada,Parti conservateur du Canada,Warawa,Mark,,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,New Democratic Party,Nouveau Parti démocratique,Adamson,Dennis,,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Green Party of Canada,Le Parti Vert du Canada,Green,Arthur Alexander,,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Independent,Indépendant,Scott,Wyatt,,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Liberal Party of Canada,Parti libéral du Canada,Sidhu,Jati,,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Conservative Party of Canada,Parti conservateur du Canada,Vis,Brad,,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Wismer,Elaine,,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,East,Jack,,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Conservative Party of Canada,Parti conservateur du Canada,MacDonald,Mark Allen,,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,New Democratic Party,Nouveau Parti démocratique,Malcolmson,Sheila,,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Green Party of Canada,Le Parti Vert du Canada,Manly,Paul,,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Liberal Party of Canada,Parti libéral du Canada,Tessier,Tim,,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Libertarian Party of Canada,Parti Libertarien du Canada,Brocki,Rex,,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Conservative Party of Canada,Parti conservateur du Canada,Ellis,Chloé,,
59019,New Westminster--Burnaby,New Westminster--Burnaby,New Democratic Party,Nouveau Parti démocratique,Julian,Peter,,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Liberal Party of Canada,Parti libéral du Canada,Ramnarine,Sasha,,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Green Party of Canada,Le Parti Vert du Canada,Routledge,Kyle,,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Theriault,Joseph,,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Conservative Party of Canada,Parti conservateur du Canada,Arnold,Mel,,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Liberal Party of Canada,Parti libéral du Canada,Derkaz,Cindy,,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Green Party of Canada,Le Parti Vert du Canada,George,Chris,,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,New Democratic Party,Nouveau Parti démocratique,Gingras,Jacqui,,
59021,North Vancouver,North Vancouver,Independent,Indépendant,Azad,Payam,,
59021,North Vancouver,North Vancouver,Green Party of Canada,Le Parti Vert du Canada,Martin,Claire,,
59021,North Vancouver,North Vancouver,Conservative Party of Canada,Parti conservateur du Canada,Saxton,Andrew,,
59021,North Vancouver,North Vancouver,New Democratic Party,Nouveau Parti démocratique,Thomas,Carleen,,
59021,North Vancouver,North Vancouver,Liberal Party of Canada,Parti libéral du Canada,Wilkinson,Jonathan,,
59021,North Vancouver,North Vancouver,Libertarian Party of Canada,Parti Libertarien du Canada,Yetisen,Ismet,,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,New Democratic Party,Nouveau Parti démocratique,D'Eith,Bob,,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Conservative Party of Canada,Parti conservateur du Canada,Murray,Mike,,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Independent,Indépendant,Ranta,Steve,,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Liberal Party of Canada,Parti libéral du Canada,Ruimy,Dan,,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Green Party of Canada,Le Parti Vert du Canada,Tam,Peter,,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Liberal Party of Canada,Parti libéral du Canada,Adcock,Jessie,,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,New Democratic Party,Nouveau Parti démocratique,Donnelly,Fin,,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Conservative Party of Canada,Parti conservateur du Canada,Laidler,Tim,,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Green Party of Canada,Le Parti Vert du Canada,Madsen,Marcus,,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Verrier,Roland,,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Green Party of Canada,Le Parti Vert du Canada,Biggar,Elizabeth,,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Progressive Canadian Party,Parti Progressiste Canadien,Blackman,Barry,,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,New Democratic Party,Nouveau Parti démocratique,Dickie,Kathi,,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Libertarian Party of Canada,Parti Libertarien du Canada,Keller,W. Todd,,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Liberal Party of Canada,Parti libéral du Canada,Shaw,Matt,,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Conservative Party of Canada,Parti conservateur du Canada,Zimmer,Bob,,
59025,Richmond Centre,Richmond-Centre,Green Party of Canada,Le Parti Vert du Canada,Chiu,Vincent,,
59025,Richmond Centre,Richmond-Centre,New Democratic Party,Nouveau Parti démocratique,Trovato,Jack,,
59025,Richmond Centre,Richmond-Centre,Conservative Party of Canada,Parti conservateur du Canada,Wong,Alice,,
59025,Richmond Centre,Richmond-Centre,Liberal Party of Canada,Parti libéral du Canada,Woo,Lawrence,,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,New Democratic Party,Nouveau Parti démocratique,Garrison,Randall,,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Green Party of Canada,Le Parti Vert du Canada,Litman,Frances,,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Conservative Party of Canada,Parti conservateur du Canada,Lukens,Shari,,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Liberal Party of Canada,Parti libéral du Canada,Merner,David,,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Communist Party of Canada,Parti communiste du Canada,Strandlund,Tyson,,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Conservative Party of Canada,Parti conservateur du Canada,Boyd,Robert,,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,New Democratic Party,Nouveau Parti démocratique,Cormier,Alicia,,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Liberal Party of Canada,Parti libéral du Canada,Kane,Tim,,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Green Party of Canada,Le Parti Vert du Canada,May,Elizabeth,,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Libertarian Party of Canada,Parti Libertarien du Canada,Porter,Meghan Jess,,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,New Democratic Party,Nouveau Parti démocratique,Cullen,Nathan,,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Liberal Party of Canada,Parti libéral du Canada,Layton,Brad,,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Conservative Party of Canada,Parti conservateur du Canada,Nesbitt,Tyler,,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Green Party of Canada,Le Parti Vert du Canada,Parnell,Jeannie,,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Spratt,Don,,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,New Democratic Party,Nouveau Parti démocratique,Cannings,Richard,,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Liberal Party of Canada,Parti libéral du Canada,Denesiuk,Connie,,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Independent,Indépendant,Gray,Brian,,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Neufeld,Marshall,,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Green Party of Canada,Le Parti Vert du Canada,Troy,Samantha,,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Green Party of Canada,Le Parti Vert du Canada,Colero,Larry,,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Liberal Party of Canada,Parti libéral du Canada,Higginbotham,Judy,,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,New Democratic Party,Nouveau Parti démocratique,Hobby,Pixie,,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Libertarian Party of Canada,Parti Libertarien du Canada,Hu,Bonnie,,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Progressive Canadian Party,Parti Progressiste Canadien,Marlatt,Brian,,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Conservative Party of Canada,Parti conservateur du Canada,Watts,Dianne Lynn,,
59031,Steveston--Richmond East,Steveston--Richmond-Est,Conservative Party of Canada,Parti conservateur du Canada,Chiu,Kenny,,
59031,Steveston--Richmond East,Steveston--Richmond-Est,Liberal Party of Canada,Parti libéral du Canada,Peschisolido,Joe,,
59031,Steveston--Richmond East,Steveston--Richmond-Est,Green Party of Canada,Le Parti Vert du Canada,Shaw,Laura-Leah,,
59031,Steveston--Richmond East,Steveston--Richmond-Est,New Democratic Party,Nouveau Parti démocratique,Stewart,Scott,,
59031,Steveston--Richmond East,Steveston--Richmond-Est,Libertarian Party of Canada,Parti Libertarien du Canada,Swanston,Matthew,,
59032,Surrey Centre,Surrey-Centre,Green Party of Canada,Le Parti Vert du Canada,Deneault,Jeremiah,,
59032,Surrey Centre,Surrey-Centre,Communist Party of Canada,Parti communiste du Canada,Kahlon,Iqbal,,
59032,Surrey Centre,Surrey-Centre,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Pielak,Kevin,,
59032,Surrey Centre,Surrey-Centre,New Democratic Party,Nouveau Parti démocratique,Sandhu,Jasbir,,
59032,Surrey Centre,Surrey-Centre,Liberal Party of Canada,Parti libéral du Canada,Sarai,Randeep,,
59032,Surrey Centre,Surrey-Centre,Conservative Party of Canada,Parti conservateur du Canada,Thind,Sucha,,
59033,Surrey--Newton,Surrey--Newton,Liberal Party of Canada,Parti libéral du Canada,Dhaliwal,Sukh,,
59033,Surrey--Newton,Surrey--Newton,Green Party of Canada,Le Parti Vert du Canada,Sangha,Pamela,,
59033,Surrey--Newton,Surrey--Newton,New Democratic Party,Nouveau Parti démocratique,Sims,Jinny,,
59033,Surrey--Newton,Surrey--Newton,Conservative Party of Canada,Parti conservateur du Canada,Singh,Harpreet,,
59034,Vancouver Centre,Vancouver-Centre,Conservative Party of Canada,Parti conservateur du Canada,Allan,Elaine,,
59034,Vancouver Centre,Vancouver-Centre,New Democratic Party,Nouveau Parti démocratique,Barnes,Constance,,
59034,Vancouver Centre,Vancouver-Centre,Green Party of Canada,Le Parti Vert du Canada,Barrett,Lisa,,
59034,Vancouver Centre,Vancouver-Centre,Libertarian Party of Canada,Parti Libertarien du Canada,Clarke,John,,
59034,Vancouver Centre,Vancouver-Centre,Liberal Party of Canada,Parti libéral du Canada,Fry,Hedy,,
59034,Vancouver Centre,Vancouver-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Hill,Michael,,
59035,Vancouver East,Vancouver-Est,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Jamieson,Anne,,
59035,Vancouver East,Vancouver-Est,New Democratic Party,Nouveau Parti démocratique,Kwan,Jenny,,
59035,Vancouver East,Vancouver-Est,Conservative Party of Canada,Parti conservateur du Canada,Low,James,,
59035,Vancouver East,Vancouver-Est,Communist Party of Canada,Parti communiste du Canada,Marcus,Peter,,
59035,Vancouver East,Vancouver-Est,Independent,Indépendant,Millar,D. Alex,,
59035,Vancouver East,Vancouver-Est,Green Party of Canada,Le Parti Vert du Canada,Regan,Wes,,
59035,Vancouver East,Vancouver-Est,Pirate Party of Canada,Parti Pirate du Canada,Vulliez,Shawn,,
59035,Vancouver East,Vancouver-Est,Liberal Party of Canada,Parti libéral du Canada,Wong,Edward,,
59036,Vancouver Granville,Vancouver Granville,Green Party of Canada,Le Parti Vert du Canada,Barkusky,Michael,,
59036,Vancouver Granville,Vancouver Granville,Conservative Party of Canada,Parti conservateur du Canada,Broshko,Erinn,,
59036,Vancouver Granville,Vancouver Granville,New Democratic Party,Nouveau Parti démocratique,Oreck,Mira,,
59036,Vancouver Granville,Vancouver Granville,Liberal Party of Canada,Parti libéral du Canada,Wilson-Raybould,Jody,,
59037,North Island--Powell River,North Island--Powell River,New Democratic Party,Nouveau Parti démocratique,Blaney,Rachel,,
59037,North Island--Powell River,North Island--Powell River,Green Party of Canada,Le Parti Vert du Canada,Sayers,Brenda,,
59037,North Island--Powell River,North Island--Powell River,Liberal Party of Canada,Parti libéral du Canada,Schwarzhoff,Peter,,
59037,North Island--Powell River,North Island--Powell River,Conservative Party of Canada,Parti conservateur du Canada,Smith,Laura,,
59038,Vancouver Kingsway,Vancouver Kingsway,Communist Party of Canada,Parti communiste du Canada,Cariou,Kimball,,
59038,Vancouver Kingsway,Vancouver Kingsway,New Democratic Party,Nouveau Parti démocratique,Davies,Don,,
59038,Vancouver Kingsway,Vancouver Kingsway,Libertarian Party of Canada,Parti Libertarien du Canada,Kadioglu,Matt,,
59038,Vancouver Kingsway,Vancouver Kingsway,Liberal Party of Canada,Parti libéral du Canada,Kou,Steven,,
59038,Vancouver Kingsway,Vancouver Kingsway,Green Party of Canada,Le Parti Vert du Canada,Moore,Catherine,,
59038,Vancouver Kingsway,Vancouver Kingsway,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Petersen,Donna,,
59038,Vancouver Kingsway,Vancouver Kingsway,Conservative Party of Canada,Parti conservateur du Canada,Quimpo,Jojo,,
59039,Vancouver Quadra,Vancouver Quadra,New Democratic Party,Nouveau Parti démocratique,Andrews,Scott,,
59039,Vancouver Quadra,Vancouver Quadra,Marijuana Party,Parti Marijuana,Boyer,Marc,,
59039,Vancouver Quadra,Vancouver Quadra,Independent,Indépendant,Caron,Jean-François,,
59039,Vancouver Quadra,Vancouver Quadra,Green Party of Canada,Le Parti Vert du Canada,Constable,Kris,,
59039,Vancouver Quadra,Vancouver Quadra,Conservative Party of Canada,Parti conservateur du Canada,Lockhart,Blair,,
59039,Vancouver Quadra,Vancouver Quadra,Liberal Party of Canada,Parti libéral du Canada,Murray,Joyce,,
59039,Vancouver Quadra,Vancouver Quadra,Pirate Party of Canada,Parti Pirate du Canada,Walper,Trevor Clinton,,
59040,Vancouver South,Vancouver-Sud,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Boylan,Charles,,
59040,Vancouver South,Vancouver-Sud,Progressive Canadian Party,Parti Progressiste Canadien,Gupta,Raj,,
59040,Vancouver South,Vancouver-Sud,Green Party of Canada,Le Parti Vert du Canada,Ng,Elain,,
59040,Vancouver South,Vancouver-Sud,New Democratic Party,Nouveau Parti démocratique,Nijjar,Amandeep,,
59040,Vancouver South,Vancouver-Sud,Liberal Party of Canada,Parti libéral du Canada,Sajjan,Harjit S.,,
59040,Vancouver South,Vancouver-Sud,Conservative Party of Canada,Parti conservateur du Canada,Young,Wai,,
59041,Victoria,Victoria,Independent,Indépendant,Andersen,Saul,,
59041,Victoria,Victoria,Libertarian Party of Canada,Parti Libertarien du Canada,Lowe,Art,,
59041,Victoria,Victoria,New Democratic Party,Nouveau Parti démocratique,Rankin,Murray,,
59041,Victoria,Victoria,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Reichert,Jordan,,
59041,Victoria,Victoria,Conservative Party of Canada,Parti conservateur du Canada,Rizzuti,John,,
59041,Victoria,Victoria,Green Party of Canada,Le Parti Vert du Canada,Roberts,Jo-Ann,,
59041,Victoria,Victoria,Liberal Party of Canada,Parti libéral du Canada,Thomas,Cheryl,,
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Chapman,Carol-Lee,,
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal Party of Canada,Parti libéral du Canada,Goldsmith-Jones,Pam,,
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Marijuana Party,Parti Marijuana,Kehler,Robin,,
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,New Democratic Party,Nouveau Parti démocratique,Koopman,Larry,,
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Green Party of Canada,Le Parti Vert du Canada,Melamed,Ken,,
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Conservative Party of Canada,Parti conservateur du Canada,Weston,John,,
60001,Yukon,Yukon,New Democratic Party,Nouveau Parti démocratique,Atkinson,Melissa,,
60001,Yukon,Yukon,Liberal Party of Canada,Parti libéral du Canada,Bagnell,Larry,,
60001,Yukon,Yukon,Green Party of Canada,Le Parti Vert du Canada,de Jong,Frank,,
60001,Yukon,Yukon,Conservative Party of Canada,Parti conservateur du Canada,Leef,Ryan,,
